url,title,date,author,summary,pdf_link
https://www.martenscentre.eu/publication/the-7ds-debt-extended/,The 7Ds – Debt Extended,30 December 2024,,"Debt is a question of dose. Too much, and you lose your political independence and sovereignty. Too little, and you might miss out on the possibility and necessity of building infrastructure that facilitates future development. Keynes taught us that there are situations in which price and interest signals do not work and, as a result, the state is the only actor able to step in temporarily and stabilise the economy—and with it, the political system. A hard lesson was learned in the 1930s. It inspired us during Covid, when the economy threatened to come to a standstill. But debt was put on the EU’s balance sheet without corresponding own resources for the Union to finance and repay it. In addition, no proper parliamentary oversight of debt at the EU level was introduced. Unfortunately, we have now entered a period of vulgar Keynesianism: increasing the debt-to-GDP ratio in crisis times and in good times as well. The consequence is a debt-to-GDP ratio of about 90% in the eurozone and around 100% in the UK and the US. If this trend continues, it will not be very long before a debt crisis reoccurs and the independence of our political decision-making is threatened, together with the cohesion of the EU. China and Japan are no exception to this trend. Japan has already demonstrated how ageing societies, with correspondingly meagre growth, can enter into decades of exploding debt. China’s debt is largely out of control, especially on the local and regional level, for which the central state will ultimately have to take responsibility. This accumulation of debt was partially driven by the end of a property building boom and significant over-capacity in many sectors of the economy. This has resulted in Chinese debt levels no longer being accompanied by a sustainable growth model. The situation is further aggravated by the fact that public investments have become unavoidable in digital infrastructure, defence and decarbonisation, and to alleviate the financial burdens of unfavourable demographics. De-risking from China will add to the burden. The time of imported deflation that was the consequence of hundreds of millions of Chinese workers being integrated into the global market for the first time seems to be over.",
https://www.martenscentre.eu/publication/financing-politics-in-europe-a-political-party-roadmap-for-more-transparency-and-effectiveness/,Financing Politics in Europe: a Political Party Roadmap for More Transparency and Effectiveness,18 December 2024,,"There is no such thing as a free meal, and everything has a price. And indeed, because money is at the centre of everything, it also plays a crucial part in politics – even though it might sound provocative, democracy also has a dollar—or, in this case, a euro—figure attached to it. To put it simply, democracy needs money to function. And because the money is always elsewhere than in politics, politicians need to make an effort to reach out to gain access to it. However, in democracies this needs to be done transparently (and efficiently) so that the flows of money towards parties and politicians do not interfere with the will of the people. This publication explores the many ways in which money and politics interact, and provides a roadmap for political parties to act for a more transparent and effective financing of European politics: from state subsidies to private fundraising, from regulation to oversight institutions, from protecting European politics from the influence of foreign authoritarian actors to funding European political parties, the authors provide an in-depth analysis of the tools that politicians have to better fund politics in Europe. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/50-years-since-the-turkish-invasion-20-years-since-accession-to-the-eu/,"50 Years Since the Turkish Invasion, 20 Years Since Accession to the EU",17 December 2024,,"This publication can be purchasedhere. The publication of this collective volume will mark an important milestone, commemorating 50 years since the illegal Turkish invasion of Cyprus in 1974 and 20 years since the Republic of Cyprus joined the European Union in 2004. These two pivotal events have profoundly influenced Cyprus’ modern history and identity, shaping the island’s political landscape, social structures, and international relations. This book brings together esteemed academics, researchers, and policy experts who offer in-depth analyses of the factors that have molded Cyprus’ recent history. Through a multi-thematic and interdisciplinary approach, the volume will provide a comprehensive exploration of Cyprus’ journey, capturing the intricate mosaic of experiences, struggles, and achievements that form the Cyprus of today. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/intersecting-paths-strategic-autonomy-enlargement-and-the-future-of-eu-western-balkans-relations/,"Intersecting Paths: Strategic Autonomy, Enlargement, and the Future of EU-Western Balkans Relations",16 December 2024,,"The report provides major input for the current European debate on how the EU can be made fit for enlargement. What does this mean for the countries of the Western Balkans in general, and for North Macedonia more specifically. Which elements should be further emphasized vis-à-vis our European integration path. The analysis should provide answers to this question and spark a debate on national, regional and European level. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/proposal-for-the-european-commission-white-paper-on-the-future-of-european-defence/,Proposal for the European Commission White Paper on The Future of European Defence,02 December 2024,,"In their mission letters from the President of the European Commission, Ursula von der Leyen, the Commissioner for Defence and Space, Andrius Kubilius, and the High Representative/Vice-President, Kaja Kallas, were tasked with preparing a White Paper on the Future of European Defence within the first 100 days of their mandate. To support this effort, the Wilfried Martens Centre for European Studies has created this non-paper, which builds on the analysis presented in the publication “7Ds – Defence Extended.” This document compiles key ideas and policy recommendations from the Centre’s work, offering innovative and well-researched proposals to help develop the European Defence Union. The Martens Centre’s proposal emphasises the need for the European Union and its member states to prepare for “the most extreme military contingencies.” It focuses on five critical areas: enhancing defence production capabilities, fostering defence innovation, improving military mobility, addressing strategic capability gaps, and effectively financing European defence. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions/,Overcoming the geography of discontent: New perspectives and innovative solutions,28 November 2024,,ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook,
https://www.martenscentre.eu/publication/confronting-europes-labour-shortage-a-strategic-blueprint-to-attract-global-talent-and-reverse-population-decline/,Confronting Europe’s Labour Shortage: A Strategic Blueprint to Attract Global Talent and Reverse Population Decline,12 November 2024,,"The EU is grappling with a looming crisis that has slipped under the radar amidst the chaos of geopolitical instability: a severe labour shortage, worsened by accelerating demographic decline. This is not just a workforce issue—it is a threat to the very fabric of Europe’s future. As populations dwindle, particularly in peripheral regions, the labour deficit grows more alarming by the day. Drawing on best practices and informed by the current political and socio- economic landscape, this policy brief argues that attracting young global talent, particularly through education, is no longer a choice but a necessity to combat depopulation and ignite economic revival. This policy brief sets forth urgent recommendations which include establishing clear migration targets, strengthening reskilling and civic–linguistic training programmes for migrants, fully digitising migration-management processes and fostering cooperation with source countries. Together, these measures should aim to build a compelling ‘European Dream’, attracting and retaining the skilled individuals essential for the continent’s future prosperity. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/keeping-the-european-momentum-a-pan-european-study-on-eu-enlargement-and-deepening/,Keeping the European Momentum: A Pan-European Study on EU Enlargement and Deepening,21 October 2024,,"The download button below links to the compact version of the study. To read the long version, clickhere. The European Union is at a crossroads, both in terms of its internal constitutional reform and the integration of new member states. Hence, deepening and enlargement are inseparably linked together. Finding solutions to both challenges will be the major task of the new legislative term of the European Parliament and Commission from 2024 to 2029. As the official think tank of the European People’s Party (EPP), the Wilfried Martens Centre for European Studies develops policy options for European decisionmakers and opinion leaders from a centre-right perspective. Having been the driving force behind past European integration and enlargement processes since the creation of the European Economic Community in 1957, the political family of the EPP feels a distinct obligation to shape the decisive next steps and lay a successful path ahead for a next-generation European Union. While the last major round of new EU memberships in 2004 happened under comparatively stable regional and geopolitical circumstances, the current situation couldn’t be worse. Russia’s war against Ukraine, the Middle East again on the brink of a regional conflict, and an assertively rising China are only three major destabilising and adverse developments working against the core ideas of Europe as an anchor of peace, stability, and well-being. Enlarging the European Union to gain more weight as a geopolitical actor and stabilise the endangered periphery by integrating neighbouring nations into the framework of the European Union is often mentioned as an argument in favour of opening “the club” to new members. At the same time, the rise of Eurosceptic parties shows a growing discontent with the Union’s current functioning and is blurring the prospect of an accelerated and successful enlargement process. In the context of the European Election 2024 and the constitution of a New European Commission under Ursula von der Leyen, the Martens Centre commissioned Leuven-based Ipsos to conduct a data-driven survey across all EU-27 member states. To better understand EU citizens’ attitudes and their views towards the enlargement and deepening of the European Union, the research project looked more closely at the following dimensions:",
https://www.martenscentre.eu/publication/a-better-deal-for-climate-and-european-competitiveness-policy-proposals-for-the-european-centre-right/,A Better Deal for Climate and European Competitiveness: Policy Proposals for the European Centre–Right,02 October 2024,,"Environmental degradation is a fact. The prevailing scientific consensus is that humankind is directly responsible for most of the rising carbon dioxide emissions in the atmosphere and their related negative effects. Within the EU political mainstream, these findings have positively resonated in policy and resulted in the most ambitious climate agenda globally. Most European citizens also recognise the threats of climate change and the need for our society to adapt and move in a more sustainable direction. Decarbonisation is one of the most important political challenges of this century. The goals that have been set for European carbon neutrality by 2050 are laudable but presuppose the mobilisation of huge financial and material resources, as well as fundamental changes in the economic, industrial, transport, agricultural and energy sectors of European states. Climate spending already dominates the EU’s Multiannual Financial Framework (MFF) and the post-Covid recovery fund, with hundreds of billions of euros earmarked for the transition. The European Green Deal has a direct bearing on the economic performance of member states and private enterprises, while also becoming ever more present in the lives and pockets of European citizens. Importantly, the clean energy transition has a direct impact on the EU’s competitiveness and geopolitical clout. Consider the complexity of implementing such a transformative effort in concert with the rest of the international actors, which have all the incentives to free-ride on the efforts of others or delay the transition away from fossil fuels as long as possible. The decarbonisation destination is set, but the policy routes are many and uncertain. Regrettably, the EU is in a completely different financial and geopolitical position compared to 2019, when the European Green Deal was announced. We already see clear signals that the current framework is neither generating ‘green growth’ nor putting the continent on a fast track towards carbon neutrality. If the EU is serious about its decarbonisation pledges, it needs to rethink its approach. This paper has two main objectives. First, it briefly addresses the main shortcomings of the Green Deal—the economic costs of the transition and the effect on European energy security and resource scarcity. It also looks into the overly optimistic projections for the renewable energy rollout and the huge investment gap in decarbonisation. More importantly, it puts forward a number of policy recommendations for European policymakers in the new legislative period. Achieving carbon neutrality should remain the long-term goal, but the policy arsenal has to be improved. The European centre–right needs to be actively involved in leading this strategy by crafting a blueprint that is both realistic and achievable and that is shaped by its own vision and political values.",
https://www.martenscentre.eu/publication/why-europe-needs-a-nuclear-deterrent-a-critical-appraisal/,Why Europe Needs a Nuclear Deterrent: A Critical Appraisal,01 October 2024,,"Nuclear weapons remain the unquestioned core of European defence and security policy. Most European countries rely on NATO’s nuclear umbrella for collective defence, primarily under US leadership, while a few, such as France, continue to address nuclear issues on a strictly national basis. The current security landscape in Europe is characterised by growing complexity and uncertainty. Russian President Vladimir Putin’s unprovoked invasion of Ukraine has highlighted Europe’s security vulnerabilities and raised concerns about Moscow’s nuclear sabre-rattling, especially in the Black Sea region. Furthermore, the emergence of revisionist powers, such as Russia and China, which are challenging the Western-led liberal world order, presents a new two-peer challenge for Euro-Atlantic security and NATO’s extended nuclear deterrence. This, combined with the evolving dynamics of American foreign policy in the Indo-Pacific region and the potential re-election of the ‘transactionalist’ Donald Trump in November 2024, highlights the imperative for a critical reassessment of the role of nuclear weapons in Europe. In this context, a rigorous political debate is essential to explore the potential need for a common European nuclear deterrent, while prioritising the preservation of both the Atlantic Alliance and the Non-Proliferation Treaty regime. This research paper aims to critically evaluate the viability and necessity of implementing a shared nuclear deterrent for Europe, thereby enhancing the continent’s autonomy in its collective security and defence policy decisions. Taking into consideration Europe’s historical context and the current state of nuclear deterrence, the paper meticulously examines the prospects and challenges of establishing such a deterrent. It presents potential avenues and policy recommendations. Ultimately, the paper seeks to provide valuable insights that contribute to the academic and political discourse, and a compelling argument for EU policymakers to reconsider, discuss and potentially establish a European nuclear deterrent. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/building-a-transatlantic-approach-to-economic-security/,Building a Transatlantic Approach to Economic Security,30 September 2024,,"The emergence of the People’s Republic of China (PRC) as an economic superpower presents a shared set of challenges to economic security on both sides of the Atlantic, ranging from the country’s dominance of critical mineral supply chains to the impact of PRC ‘overcapacity’ on EU and US firms and its advancement in critical future technologies. Despite some promising joint initiatives, including the establishment of the EU–US Technology and Trade Council and the Minerals Security Partnership, the US and the EU have taken divergent approaches to managing economic security risks. This divergence is particularly noticeable in how they deal with subsidies, supply chain diversification, tariffs and investment restrictions. This policy brief identifies several areas in which the next European Commission and European Parliament should deepen transatlantic cooperation and deal with the shared economic security challenge presented by the PRC. The brief puts forward a set of policy recommendations which include coordinating strategic investments in green technology production, expanding joint dialogues, creating shared standards on issues such as data security, reviewing the case for a ‘Buy European’ requirement for access to EU subsidies and a range of special measures to protect the EU’s automotive industry. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/reconnecting-the-british-to-europe-strategic-imperatives-and-inconvenient-truths/,Reconnecting the British to Europe: Strategic Imperatives and Inconvenient Truths,28 September 2024,,"The goals of overcoming Putin, staunching populism and reinforcing Europe’s relevance for successor generations demand Europe’s most innovative and strategic statecraft since the late 1940s. This should include inviting the British people into plans for Europe’s future: with war in Europe having been inflicted by Putin, this is not transactional cherry-picking, but must instead be seen by Europe’s political leadership as a strategic imperative. The recent bilateral concord between France and the UK is a positive precedent. This paper illustrates three priority areas where greater UK–EU cooperation could take place: in environmental policy, in forming a European capital market and in defence. In addition, four further elements of civil society are viewed as being essential to tangibly reconnect the British with the heart of Europe on a practical level. These are reciprocal youth mobility (including British membership of Erasmus+), the re-engagement of civic interest groups, the UK rejoining Creative Europe, and the reinvigoration of town and city twinning initiatives. In the aftermath of the recent elections, a unique opportunity now exists for the UK and the EU to work together for their common benefit. Strengthening the European identity through public policies will empower more of Europe’s citizens to share more of life’s experiences, grounded in a mutual commitment to democracy and the rule of law.  ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/the-northern-ireland-protocol-and-why-it-still-matters/,The Northern Ireland Protocol and Why It Still Matters,27 September 2024,,"Brexit was a strategy for cutting loose from what its advocates regarded as the constraints of EU membership, a panacea for those hostile to what they regarded as constrained national sovereignty. It was a hubristic vision that ignored the complex interdependencies of contemporary globality that constrain national agency, especially for smaller and medium-sized states. The protracted withdrawal negotiations that followed the 2016 Brexit referendum exposed these fallacies. Amongst the most critical of the unanticipated consequences of the ‘hard Brexit’ pursued by the British government was the impact on the border arrangements and management of the island of Ireland, the only place where the EU and its former member state share a land frontier. It is a problematic border because it is fraught with historical memories, Moreover, this conflict was only relatively recently pacified by the Belfast Agreement (1998), of which the EU acted as a major guarantor. The signing of this agreement led to a historic but nevertheless fragile peace, brokered between the two culturally entrenched communities in Northern Ireland. In these circumstances, what Brexiteers had confidently predicted as a straightforward withdrawal turned out to be anything but, because Brexit threatened to destabilise the peace process. This paper examines the role the Irish border issue played in the fraught withdrawal process: that is, its consequences both for the Brexit that eventually transpired and for the peace process, and no less significantly, for the future relations between the UK its erstwhile EU partners. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/interparty-relations-in-the-european-parliament-1952-2024-between-cooperative-and-adversarial-politics/,Interparty Relations in the European Parliament 1952–2024: Between Cooperative and Adversarial Politics,09 September 2024,,"This paper examines trends in relations between party groups in the European Parliament since its inception, with a particular focus on the European People’s Party (EPP) and its prospective options for forging coalitions in the coming tenth legislative term. First, it traces the evolution of the two faces of intra-parliamentary relations in the European Parliament since its early days: cooperative and adversarial politics. Cooperation between the ‘core’ groups of the Socialists, Liberals and Christian Democrats has been the dominant guiding principle. The historical analysis explains why the European Parliament follows a different logic than most national parliaments and illustrates how this cooperation has played out. The continued existence and relevance of the parliamentary core is demonstrated next. Despite a decline in the Socialists and Democrats (S&D) and EPP groups’ seat shares. the core has persisted and remained relevant. The analysis of data obtained by calculating two indices, the institutional relevance index and a newly developed political relevance index, demonstrates that, even if the core has shrunk, it has maintained a dominant role in the European Parliament. The prospects for the core groups in the tenth term are then considered. Although the EPP would be well-placed to look for new partners and alliances on its own terms, the analysis suggests that embarking on such a course would be fraught with difficulty. The analysis of intra-group cohesion and intergroup agreement data found in the literature highlights the considerable difficulties that The EPP would encounter in pursuing anything more than sporadic cooperation on selected issues with other groups. Even without the S&D group, the EPP’s need to rely on Renew makes durable coalitions with groups such as the European Conservatives and Reformists or Identity and Democracy unlikely because of Renew’s low levels of agreement with these groups. It is likely that the European Parliament’s incoming term will witness a continuity in intergroup relations. Therefore, the advantages of more conflictual relations between the core groups are limited, and cooperation can be expected to prevail. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/the-agenda-of-the-new-eu-institutional-cycle/,The Agenda of the New EU Institutional Cycle,09 September 2024,,"The balances of economic and political influence are changing. Fierce competition, the transformation of the economic interdependencies into a weapon, the return of conflict to the European continent, are only some of the global challenges that require solutions. The new institutional cycle in the European Union begins in this complex environment. What are the main tasks, how to meet the challenges, what are the dilemmas that need to be resolved? The answers to this questions are not unequivocal. However, it is obvious that there is a growing need for greater coherence and coordination in solving complex problems. The analysis of the dilemmas that the European Union has to resolve lead to several key themes: first, how to achieve and guarantee economic security without succumbing to the temptation of protectionism; second, how to achieve a balance between the ambitious goals of the green transition and the need to increase the competitiveness of the European economy; thirdly, how to combine the geopolitical imperative to support the candidate countries and their EU membership with the requirements for strict implementation of the criteria, as well and with the real preparation of the European Union to accept new members; and last but not least how to combine the need for huge investments for the green and digital transition and at the same time to observe financial discipline. This joint publication of the Martens Centre and the Hanns Seidel Office in Bulgaria, with the cooperation of the University of Sofia “St. Kliment Ohridski” addresses all of these issues and formulates clear goals and policy recommendations for a thriving European Union. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states/,Immigration to Europe: The Big Picture for the EU and Its Member States,30 July 2024,,"Who are the migrants living in the EU? Who has arrived here over the past 10 years? And to what extent have these migrants integrated? This paper provides answers based on the data on foreign-born residents, first residence permit data, statistics on first asylum requests and information on temporary protection for Ukrainians. It includes a number of novel data breakdowns. The main finding is that over the past 10 years, about 50% of all people immigrating to the EU have been admitted for humanitarian reasons. Some 27% arrived as marriage migrants or for family reunion purposes. The number of those admitted for employment was just 17%. Notably, a third of all immigrants coming to the EU during the past 10 years arrived in 2022. The paper shows that labour market outcomes depend to some extent on the structure of migration flows. Mobile EU citizens usually move for reasons of employment. Third-country nationals residing in the EU have much lower employment rates and a significantly higher risk of working below their skill level. Those third-country nationals admitted as refugees, for family reunion reasons or as marriage migrants are less likely to integrate into EU labour markets. This is particularly true for female migrants. Throughout the EU, native workforces are shrinking. Migrants can only compensate for the emerging gaps if their talents and skills are compatible with Europe’s needs. This necessitates the admission of non-EU migrants based on their skills acquired abroad and a rapid recognition of these skills, or the massive retraining of migrants who do not meet the necessary criteria. In any case, European societies will have to put more emphasis on the integration of migrants and their EU-born children. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/the-7ds-defence-extended/,The 7Ds – Defence Extended,12 July 2024,,"When an idea like the defence community re-emerges regularly over the course of 70 years but is never realised, what does this tell us? The message is, first, that the idea is backed by a strong rationale that does not allow us simply to shelve it and move on; but also, that the preconditions for its implementation have been absent. This extended version of the 7Ds Defence allows the many Martens Centre experts to provide a truly comprehensive understanding of the challenges facing Europe in the sphere of defence, and deliver detailed recommendations on how better policies could be formulated. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/ambitions-and-limits-the-deepening-security-dialogue-between-japan-and-the-european-union/,Ambitions and Limits: The Deepening Security Dialogue Between Japan and the European Union,02 July 2024,,"The European Union and Japan are increasing their exchanges on security issues and have the ambition to expand possible areas of cooperation despite limitations. The joint statement published at the end of the EU-Japan summit in 2023 lists a series of important domains including economic security, cyber threats, human security but also maritime security. This resolution results from a convergence of threat perception regarding the role of China and of Russia. The US factor also plays a role regarding the uncertainties of Washington’s future engagement in Europe but also in Asia. Despite these evolutions, and ambitious declarations regarding a future security and defence cooperation agreement, limitations in the role both Japan and the EU can play in terms of hard security must be taken into account. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/enhancing-election-integrity-by-strengthening-eu-defences-against-disinformation/,Enhancing Election Integrity by Strengthening EU Defences Against Disinformation,26 June 2024,,"Digital platforms play a pivotal role in the dissemination of disinformation: their vast reach and engagement-driven algorithms are leveraged to spread misleading content. This makes the digital platform an extremely powerful media tool, able to have a huge impact on socio-economic and political relationships, including elections, and on the questioning of fundamental principles, such as democracy. Digital platforms have already been used several times to manipulate elections. Such platforms operate with significantly less regulation than traditional media, which have historically been subject to stricter oversight to ensure the accuracy and reliability of information. This disparity in regulatory standards underscores the importance of developing and implementing more robust regulatory frameworks for digital platforms in order to mitigate the spread of disinformation and protect the integrity of public discourse. Rigorous regulation of online media and Internet platforms is needed, as well as the continual raising of public awareness of disinformation. This policy brief has three main objectives: (1) to analyse the existing components of the EU’s strategy to combat disinformation, particularly the Digital Services Act, which provides the legal framework for digital services, and the Code of Practice on Disinformation; (2) to identify the key limitations and challenges of the current regulations; and (3) to develop policy recommendations and measures to overcome these limitations and address the threat of disinformation in upcoming elections. The brief emphasises the urgency of implementing the developed policy recommendations and measures before upcoming elections and the need for a comprehensive, multi-stakeholder approach to safeguard the integrity of democratic processes, prevent the spread of disinformation, and ensure fair and transparent elections across the EU. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-7ds-in-depth/,The 7Ds In Depth,25 June 2024,,"This booklet represents the latest step in the ‘7Ds’ project by the Wilfried Martens Centre for European Studies — the official political foundation of the EPP — and is the fruit of a collective effort led by Mr Klaus Welle, Chairman of the Martens Centre Academic Council and former Secretary General of the European Parliament. In 2023, the Martens Centre published the strategy document 7Ds for Sustainability: 175 Proposals for the Next Legislature, which contains concrete proposals aimed at future-proofing EU policy in seven crucial areas: Debt, Decarbonisation, Defence, Democracy, Demography, De-risking globalisation and Digitalisation. Sustainability was chosen as the guiding principle to ensure that the policies reconcile the needs of both the present and the future, and systematically include the interests of the next generations. This text has already inspired reflection on what to do over the next five years. The discussions leading to it were based on Christian Democrat and conservative thinking and the available in-house expertise of the Martens Centre. For the next phase of intense discussions about the programme to be implemented during the 2024–9 legislature, the Martens Centre invited renowned external experts to put forward their own, more extensive proposals based on the original document, thereby deepening the available expertise.",
https://www.martenscentre.eu/publication/fortifying-economic-security-the-eus-response-to-chinas-risk/,Fortifying Economic Security: The EU’s Response to China’s Risk,17 June 2024,,"This paper delves into the European Union’s approach to safeguarding its economic security in relation to its principal trade partner, the People’s Republic of China. Structured into four sections, the analysis begins by examining challenges and risks possessed by the PRC and offers an overview of positions on de-risking from China and interests of various stakeholders. The second chapter provides an overview of the current and future economic security instruments of the EU and selected EU member states. To broaden the horizon of existing policy frameworks, third chapter lists some of the lessons in de-risking policies from like-minded democracies Japan, the United States, and Taiwan. Finally, the paper concludes by presenting concrete policy recommendations for EU institutions, intended to fortify the economic resilience of the bloc. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/explaining-the-rise-of-the-radical-right-in-europe/,Explaining the Rise of the Radical Right in Europe,13 June 2024,,"Over the past few decades, the radical right has been the most researched political family in Europe. Consequently, a significant amount of literature has been produced that explores the conceptual, theoretical and empirical dimensions underlying the rise of these political parties. This review article aims to assess the current trends, debates and level of understanding in the academic literature by examining three key questions. What are radical-right parties? How can their electoral successes be explained? What are the consequences of their rise for national and European politics? Although terminology and definitions may differ, radical-right ideology consistently includes authoritarianism, nationalism and opposition to liberal democracy. While their economic positions may be quite diverse, they find common ground on issues such as immigration and tradition. Explanations for the rise of the radical right focus on what attracts voters (demand-side explanations) and on how the parties themselves creatively use the political opportunity structures to gain influence (supply-side explanations). Relations between the radical right and the mainstream parties, as well as the strategies used to counter competitors, have substantial effects on the nature of party competition. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/are-the-mainstream-parties-in-europe-germany-and-austria-crumbling-political-parties-as-decisive-actors-in-liberal-democracies/,"Are the Mainstream Parties in Europe, Germany and Austria crumbling? Political Parties as Decisive Actors in Liberal Democracies",30 May 2024,,"This article was first published in German in Khol, Karner, Sobotka, Rausch-Amon and Ofner (eds.), Österreichisches Jahrbuch für Politik 2023, Wien 2023. All rights reserved with the Politische Akademie Wien. Complaints about the decline of political parties are part of the everyday political wisdom of Western democracies. If this were indeed true, it would threaten the existence of parliamentary democracies. To this day, parties are its most important political actors. A closer look, however, shows that, despite all the dramatic changes in modern Western societies, the importance of political parties remains undiminished and that no convincing alternatives have yet developed that could take over central functions of parties, such as elite recruitment or program development. Nevertheless, the need for adaptation and modernisation of party organisations remains. The comparatively young European Political Parties play a unique role. As party parties, they sometimes differ significantly from national parties. However, they play a central role in strengthening democracy at the European level and in the democratisation of new member states. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance/,Coming out of the Shadows: The European Stability Mechanism and Euro Area Governance,30 May 2024,,"The European Stability Mechanism (ESM) is well suited to having a larger role in the euro area governance framework. During the euro-area debt crisis, financial pressures were eased by ESM loans and many reforms were implemented that targeted former policy mistakes. However, the ESM’s public image is tainted due to a political debate that is (unduly) critical of the fact that financial support is conditional on the implementation of reforms. Currently, the ESM lacks the instruments to support countries with relatively sound economic policy fundamentals. But, an ESM instrument appropriate to this type of support is to be created with an envisaged ESM reform. The reform would introduce a changed precautionary credit line (PCCL). This would provide general access to an ESM loan without the respective country necessarily drawing on it. Such a precaution would be intended to calm the financial markets should they begin to doubt the debt sustainability of a country. The new PCCL would not entail reform prescriptions by the ESM (ex postconditionality) but would require sound economic policy fundamentals as a precondition (ex anteconditionality). Choosing to use the ESM is a better way to tackle the current challenges than relying on the European Central Bank with its overly lax Transmission Protection Instrument, as appears to be the current choice. While this instrument might calm financial markets for some time, its overly generous application would reduce incentives for sound economic policy. On top of this, lax reform of the Stability and Growth Pact could also carry the danger that public debts rise further. In the end, this could result in the economic situation deteriorating in a dangerous way. With economic policies diverging widely from the course the euro area governance framework provides for, letting the European Central Bank intervene in the financial markets would be increasingly difficult to justify legally. In this case, the danger of a sovereign default and of an escalating financial crisis in highly indebted countries could loom. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-future-of-european-development-cooperation-a-centre-right-perspective/,The Future of European Development Cooperation: A Centre–Right Perspective,28 May 2024,,"When combined, the EU and its member states rank as the second-largest donor of global development aid. Yet, there is hardly any public debate about the effectiveness, or even political legitimacy, of this policy field. The competition with ‘new’ donors such as China and India has raised fundamental questions about whether the concept of development as it has been pursued over the last 60 years, should undergo a complete revision and whether the traditional understanding of development itself needs to be abandoned. This brief develops a new conceptual framework from a centre–right perspective to critically review current policies and suggest new approaches. If the established system continues, we will see a further delegitimisation of this important field of international cooperation and a reduction in the global influence of the EU. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/eu-taiwan-ties-in-a-new-reality-time-for-an-upgrade/,EU-Taiwan Ties in a New Reality: Time for an Upgrade,24 May 2024,,"“To preserve peace, stability, and the status quo in the Taiwan Strait is key, not just for the security and prosperity of the region, but also for ours”, the EU’s High Representative Josep Borrell said in his address to the European Parliament in September 2022. This marked a year since the EP adopted its first stand-alone report on EU-Taiwan political relations and cooperation, raising key European concerns about the situation in the Taiwan Strait, including security, peace and stability, and threats to the rules-based international order. The resolution urged the bloc to intensify bilateral relations and “pursue a comprehensive and enhanced partnership under the guidance of the EU’s One China Policy”. These developments capture thenew reality in EU-Taiwan relations, marked by an unprecedented level of European awareness of Taiwan’s strategic relevance to the bloc’s interests, seen in the context of efforts to rebalance relationswithChina. With the central balance of international power shifting from the Euro-Atlantic to the Indo-Pacific, and with the US-China rivalry intensifying, Taiwan’s relevance has recently increased. In light of China’s support for Russia’s aggression against Ukraine, Taiwan’s importance as a frontline democracy has also grown. Japan’s Prime Minister Fumio Kishida’s warning “Ukraine today may be East Asia tomorrow”, was a sign that regional states in the Indo-Pacific are reassessing their defence positions. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
